Wavelength	Intensity	Element	Ion
268.674	55	Mn	II
269.616	55	Mn	II
272.942	55	Mn	II
279.002	55	Mn	I
280.885	55	Mn	I
282.228	55	Mn	I
282.338	55	Mn	I
289.324	55	Mn	II
303.194	55	Mn	II
372.995	55	Mn	I
380.034	55	Mn	I
380.299	55	Mn	I
381.177	55	Mn	I
397.701	55	Mn	I
403.987	55	Mn	I
405.287	55	Mn	I
410.652	55	Mn	I
414.87	55	Mn	I
441.312	55	Mn	I
442.102	55	Mn	I
445.829	55	Mn	I
446.163	55	Mn	I
203.796	50	Mn	II
242.846	50	Mn	II
249.975	50	Mn	II
253.354	50	Mn	II
253.409	50	Mn	II
254.187	50	Mn	II
254.421	50	Mn	II
255.262	50	Mn	II
270.197	50	Mn	II
272.055	50	Mn	II
289.955	50	Mn	II
308.222	50	Mn	I
346.102	50	Mn	II
349.781	50	Mn	II
368.314	50	Mn	I
432.485	50	Mn	II
470.248	50	Mn	I
515.232	50	Mn	I
519.804	50	Mn	I
540.099	50	Mn	I
551.83	50	Mn	I
732.853	50	Mn	I
259.048	45	Mn	II
260.45	45	Mn	II
266.779	45	Mn	I
268.114	45	Mn	II
268.382	45	Mn	I
271.076	45	Mn	II
276.175	45	Mn	I
437.618	45	Mn	I
438.293	45	Mn	I
203.829	40	Mn	II
204.063	40	Mn	II
260.292	40	Mn	I
262.558	40	Mn	II
268.252	40	Mn	I
281.96	40	Mn	I
288.375	40	Mn	I
290.807	40	Mn	I
300.854	40	Mn	I
301.204	40	Mn	I
301.226	40	Mn	I
301.555	40	Mn	I
304.975	40	Mn	I
309.796	40	Mn	I
311.158	40	Mn	I
448.066	40	Mn	I
548.292	40	Mn	I
553.93	40	Mn	I
467.3	35	Mn	I
496.727	35	Mn	I
541.519	35	Mn	I
543.406	35	Mn	I
730.49	35	Mn	I
207.687	30	Mn	II
211.463	30	Mn	II
242.868	30	Mn	II
243.811	30	Mn	II
245.323	30	Mn	II
250.836	30	Mn	II
251.75	30	Mn	II
253.486	30	Mn	II
253.674	30	Mn	II
255.404	30	Mn	II
255.766	30	Mn	II
256.018	30	Mn	II
256.599	30	Mn	II
258.974	30	Mn	II
260.35	30	Mn	II
263.104	30	Mn	I
266.756	30	Mn	II
266.782	30	Mn	II
267.713	30	Mn	I
268.148	30	Mn	II
268.205	30	Mn	II
271.761	30	Mn	II
271.834	30	Mn	II
271.982	30	Mn	II
272.291	30	Mn	II
272.527	30	Mn	II
273.967	30	Mn	I
277.226	30	Mn	I
277.705	30	Mn	I
278.082	30	Mn	I
281.716	30	Mn	II
287.378	30	Mn	II
302.08	30	Mn	II
303.623	30	Mn	II
305.154	30	Mn	II
507.62	30	Mn	I
550.74	30	Mn	I
874.333	30	Mn	I
265.178	27	Mn	II
269.399	27	Mn	II
269.977	27	Mn	II
283.714	27	Mn	I
292.954	27	Mn	I
293.488	27	Mn	I
304.362	27	Mn	I
484.567	25	Mn	I
649.35	24	Mn	I
728.583	24	Mn	I
268.455	23	Mn	I
308.295	23	Mn	I
555.352	21	Mn	I
209.813	20	Mn	II
210.317	20	Mn	II
237.408	20	Mn	II
242.812	20	Mn	II
243.858	20	Mn	II
251.736	20	Mn	II
252.242	20	Mn	II
253.148	20	Mn	II
253.256	20	Mn	II
500.631	19	Mn	I
535.137	19	Mn	I
644.275	17	Mn	I
870.615	17	Mn	I
694.444	14	Mn	I
707.179	14	Mn	I
545.899	12	Mn	I
699.189	12	Mn	I
718.623	12	Mn	I
768.231	12	Mn	I
867.444	12	Mn	I
870.344	12	Mn	I
724.982	10	Mn	I
771.454	10	Mn	I
776.686	10	Mn	I
867.33	10	Mn	I
867.635	10	Mn	I
399.613	1000	N	II
747.037	900	N	I
463.184	870	N	II
500.655	870	N	II
568.114	870	N	II
744.434	785	N	I
648.384	750	N	II
661.239	750	N	II
575.41	700	N	I
868.266	700	N	I
742.568	685	N	I
444.828	650	N	II
500.288	650	N	II
566.82	650	N	II
594.33	650	N	II
863.161	650	N	I
868.579	650	N	I
821.86	570	N	I
859.636	570	N	I
871.409	570	N	I
939.537	570	N	I
404.245	550	N	II
460.277	550	N	II
464.438	550	N	II
500.872	550	N	II
504.651	550	N	II
567.76	550	N	II
593.342	550	N	II
844.106	550	N	II
857.009	500	N	I
865.827	500	N	I
868.854	500	N	I
870.564	500	N	I
872.122	500	N	I
938.938	500	N	I
395.697	450	N	II
424.297	450	N	II
460.845	450	N	II
462.268	450	N	II
480.463	450	N	II
499.575	450	N	II
501.202	450	N	II
549.72	450	N	II
568.779	450	N	II
571.235	450	N	II
776.438	450	N	II
818.712	400	N	I
819.027	400	N	I
822.54	400	N	I
824.466	400	N	I
343.814	360	N	II
392.011	360	N	II
403.622	360	N	II
404.467	360	N	II
453.168	360	N	II
461.516	360	N	II
500.41	360	N	II
501.779	360	N	II
502.706	360	N	II
592.945	360	N	II
638.138	360	N	II
648.449	360	N	I
496.537	350	N	I
648.659	325	N	I
647.023	300	N	I
648.554	300	N	I
821.298	300	N	I
231.776	285	N	II
383.946	285	N	II
417.734	285	N	II
422.893	285	N	II
423.81	285	N	II
443.398	285	N	II
478.947	285	N	II
489.648	285	N	II
498.876	285	N	II
553.69	285	N	II
574.889	285	N	II
594.189	285	N	II
595.404	285	N	II
616.947	285	N	II
583.116	265	N	I
648.35	265	N	I
740.828	265	N	I
820.261	250	N	I
873.129	250	N	I
946.328	250	N	I
576.635	240	N	I
585.566	235	N	I
644.272	235	N	I
664.679	235	N	I
665.53	235	N	I
231.72	220	N	II
252.299	220	N	II
300.771	220	N	II
423.824	220	N	II
867.846	220	N	II
989.38	220	N	II
997.207	220	N	II
493.65	210	N	I
601.013	210	N	I
642.241	210	N	I
642.48	210	N	I
643.01	210	N	I
650.134	210	N	I
665.835	210	N	I
740.068	210	N	I
874.976	200	N	I
986.603	200	N	I
411.111	185	N	I
528.267	185	N	I
641.342	185	N	I
643.946	185	N	I
645.968	185	N	I
650.811	185	N	I
662.437	185	N	I
663.877	185	N	I
664.834	185	N	I
672.448	185	N	I
761.089	185	N	I
484.873	180	N	I
209.62	160	N	II
214.346	160	N	II
220.678	160	N	II
228.74	160	N	II
231.74	160	N	II
246.201	160	N	II
252.155	160	N	II
271.064	160	N	II
288.612	160	N	II
491.631	160	N	I
495.161	160	N	I
600.109	160	N	I
649.301	160	N	I
740.816	160	N	I
871.293	160	N	II
986.812	160	N	II
989.01	160	N	II
996.459	160	N	II
410.11	140	N	I
529.415	140	N	I
209.753	110	N	II
213.085	110	N	II
228.915	110	N	II
249.758	110	N	II
252.098	110	N	II
259.171	110	N	II
280.005	110	N	II
282.447	110	N	II
868.982	110	N	II
870.139	110	N	II
987.092	110	N	II
209.687	70	N	II
249.772	70	N	II
589.158	80000	Na	I
589.756	40000	Na	I
819.708	8800	Na	I
818.551	4400	Na	I
313.639	2500	Na	II
316.466	2000	Na	II
312.533	1700	Na	II
313.877	1700	Na	II
330.23	1700	Na	II
325.89	1500	Na	II
330.591	1500	Na	II
292.181	1300	Na	II
292.07	1200	Na	II
295.21	1200	Na	II
330.332	1200	Na	I
291.99	1100	Na	II
295.326	1100	Na	II
298.053	1100	Na	II
298.15	1100	Na	II
249.39	1000	Na	II
267.262	1000	Na	II
297.8	1000	Na	II
317.998	1000	Na	II
331.899	1000	Na	II
293.86	950	Na	II
294.836	950	Na	II
314.662	950	Na	II
327.516	950	Na	II
332.865	950	Na	II
288.2	900	Na	II
290.199	900	Na	II
261.259	850	Na	II
266.179	850	Na	II
267.889	850	Na	II
288.711	850	Na	II
293.494	850	Na	II
296.098	850	Na	II
371.213	850	Na	II
284.039	800	Na	II
290.557	800	Na	II
294.656	800	Na	II
306.224	800	Na	II
819.704	800	Na	I
293.174	750	Na	II
297.586	750	Na	II
301.002	750	Na	II
289.48	700	Na	II
306.114	700	Na	II
317.601	700	Na	II
323.586	700	Na	II
280.954	650	Na	II
285.735	650	Na	II
287.379	650	Na	II
309.535	650	Na	II
309.645	650	Na	II
326.115	650	Na	II
251.622	600	Na	II
253.23	600	Na	II
259.574	600	Na	II
283.07	600	Na	II
297.511	600	Na	II
301.628	600	Na	II
312.612	600	Na	II
330.393	600	Na	I
568.978	560	Na	I
258.708	550	Na	II
300.503	550	Na	II
305.456	550	Na	II
305.624	550	Na	II
305.827	550	Na	II
305.884	550	Na	II
305.961	550	Na	II
307.522	550	Na	II
308.114	550	Na	II
308.796	550	Na	II
309.294	550	Na	II
297.16	500	Na	II
306.527	500	Na	II
306.711	500	Na	II
306.743	500	Na	II
310.448	500	Na	II
310.53	500	Na	II
311.459	500	Na	II
250.706	450	Na	II
285.365	400	Na	I
498.42	400	Na	I
266.725	350	Na	II
231.636	300	Na	II
242.173	300	Na	II
242.547	300	Na	II
250.359	300	Na	II
262.819	300	Na	II
263.259	300	Na	II
411.486	300	Na	II
568.421	280	Na	I
244.224	250	Na	II
412.424	250	Na	II
423.445	250	Na	II
424.209	250	Na	II
429.369	250	Na	II
429.407	250	Na	II
431.002	250	Na	II
431.025	250	Na	II
432.213	250	Na	II
433.851	250	Na	II
434.533	250	Na	II
439.404	250	Na	II
616.245	240	Na	I
243.988	200	Na	II
244.946	200	Na	II
245.292	200	Na	II
268.114	200	Na	I
285.385	200	Na	I
436.983	200	Na	II
437.645	200	Na	II
438.872	200	Na	II
440.636	200	Na	II
444.795	200	Na	II
444.866	200	Na	II
445.599	200	Na	II
445.648	200	Na	II
445.846	200	Na	II
447.589	200	Na	II
448.006	200	Na	II
448.293	200	Na	II
449.141	200	Na	II
449.213	200	Na	II
450.088	200	Na	II
450.823	200	Na	II
452.048	200	Na	II
452.625	200	Na	II
453.459	200	Na	II
455.281	200	Na	II
466.987	200	Na	I
466.987	200	Na	I
497.993	200	Na	I
459.221	160	Na	II
472.355	160	Na	II
473.242	160	Na	II
474.3	160	Na	II
477.012	160	Na	II
239.401	130	Na	II
653.25	130	Na	II
654.585	130	Na	II
654.756	130	Na	II
466.612	120	Na	I
615.593	120	Na	I
240.174	100	Na	II
268.123	100	Na	I
449.892	100	Na	I
449.892	100	Na	I
479.013	100	Na	II
519.31	100	Na	II
865.23	100	Na	I
541.606	90	Na	II
651.601	90	Na	II
222.922	80	Na	II
230.429	80	Na	II
515.484	80	Na	I
521	80	Na	II
626.174	80	Na	II
627.648	80	Na	II
652.648	80	Na	II
655.424	80	Na	II
996.401	80	Na	I
996.401	80	Na	I
259.465	70	Na	I
540.196	70	Na	II
568.977	70	Na	I
620.098	70	Na	II
623.64	70	Na	II
636.291	70	Na	II
636.817	70	Na	II
439.457	60	Na	I
439.457	60	Na	I
449.544	60	Na	I
617.696	60	Na	II
865.327	60	Na	I
946.854	60	Na	I
946.854	60	Na	I
342.784	50	Na	I
781.193	50	Na	I
432.584	40	Na	I
432.584	40	Na	I
439.126	40	Na	I
515.027	40	Na	I
915.639	40	Na	I
915.639	40	Na	I
259.47	35	Na	I
432.262	30	Na	I
475.315	30	Na	I
781.239	25	Na	I
894.542	25	Na	I
894.542	25	Na	I
254.46	20	Na	I
427.799	20	Na	I
427.799	20	Na	I
474.927	20	Na	I
737.526	20	Na	I
427.484	15	Na	I
454.646	15	Na	I
254.463	10	Na	I
424.327	10	Na	I
424.327	10	Na	I
454.29	10	Na	I
737.552	10	Na	I
341.574	8200	Ni	I
352.555	8200	Ni	I
351.606	6600	Ni	I
362.042	6600	Ni	I
221.717	6000	Ni	II
349.396	5500	Ni	I
220.624	5000	Ni	II
345.946	5000	Ni	I
346.264	5000	Ni	I
356.739	5000	Ni	I
344.725	4800	Ni	I
220.741	4000	Ni	II
300.337	4000	Ni	I
301.288	3700	Ni	I
305.171	3500	Ni	I
338.154	3300	Ni	I
339.396	3300	Ni	I
219.278	3000	Ni	II
313.502	2900	Ni	I
337.054	2900	Ni	I
232.074	2600	Ni	I
310.245	2600	Ni	I
343.454	2600	Ni	I
351.134	2600	Ni	I
218.618	2500	Ni	II
300.451	2200	Ni	I
216.978	2000	Ni	II
217.535	2000	Ni	II
227.091	2000	Ni	II
231.167	2000	Ni	I
241.686	2000	Ni	II
333.284	2000	Ni	II
232.209	1900	Ni	I
305.853	1900	Ni	I
231.305	1700	Ni	I
303.882	1700	Ni	I
229.069	1600	Ni	I
342.469	1600	Ni	I
347.353	1600	Ni	I
217.583	1500	Ni	II
305.521	1500	Ni	I
231.437	1400	Ni	I
231.469	1400	Ni	I
231.787	1400	Ni	I
232.65	1400	Ni	I
310.278	1300	Ni	I
339.202	1300	Ni	I
345.388	1300	Ni	I
359.873	1300	Ni	I
361.149	1300	Ni	I
234.626	1200	Ni	I
385.939	1200	Ni	I
323.389	1100	Ni	I
216.623	1000	Ni	II
226.516	1000	Ni	II
230.371	1000	Ni	II
231.675	1000	Ni	II
237.615	1000	Ni	II
239.525	1000	Ni	II
299.533	1000	Ni	I
809.898	1000	Ni	II
343.827	990	Ni	I
357.289	990	Ni	I
233.067	940	Ni	I
222.365	900	Ni	II
218.115	800	Ni	II
218.528	800	Ni	II
222.109	800	Ni	II
227.798	800	Ni	II
227.947	800	Ni	II
378.46	700	Ni	I
380.822	700	Ni	I
812.371	700	Ni	II
331.661	660	Ni	I
350.185	660	Ni	I
352.078	660	Ni	I
230.149	630	Ni	I
220.21	600	Ni	II
324.4	600	Ni	I
335.965	600	Ni	II
377.664	600	Ni	I
298.252	570	Ni	I
348.477	550	Ni	I
361.377	530	Ni	I
217.777	500	Ni	II
222.175	500	Ni	II
224.338	500	Ni	II
225.455	500	Ni	II
228.836	500	Ni	II
232.046	500	Ni	II
233.53	500	Ni	II
234.192	500	Ni	II
243.863	500	Ni	II
251.163	500	Ni	II
256.669	500	Ni	II
260.704	500	Ni	II
261.072	500	Ni	II
261.584	500	Ni	II
286.486	500	Ni	II
294.477	500	Ni	I
299.347	500	Ni	I
306.551	500	Ni	I
329.855	500	Ni	II
333.905	500	Ni	II
334.98	500	Ni	II
335.02	500	Ni	II
336.442	500	Ni	II
337.994	500	Ni	II
340.203	500	Ni	II
499.341	500	Ni	II
811.644	500	Ni	II
990.363	500	Ni	II
233.821	460	Ni	I
308.165	420	Ni	I
217.804	400	Ni	II
218.003	400	Ni	II
227.902	400	Ni	II
229.726	400	Ni	II
229.785	400	Ni	II
234.824	400	Ni	I
329.382	400	Ni	II
330.666	400	Ni	II
333.66	400	Ni	II
337.296	400	Ni	I
302.002	350	Ni	I
332.122	330	Ni	I
336.253	330	Ni	I
336.674	330	Ni	I
336.714	330	Ni	I
341.446	330	Ni	I
341.492	330	Ni	I
354.919	330	Ni	I
332.327	310	Ni	I
323.558	290	Ni	I
311.502	270	Ni	I
309.802	260	Ni	I
337.519	260	Ni	I
351.493	260	Ni	I
367.52	260	Ni	I
282.212	250	Ni	I
298.5	250	Ni	I
232.339	240	Ni	I
238.731	240	Ni	I
242.005	240	Ni	I
338.182	240	Ni	I
347.048	240	Ni	I
310.637	220	Ni	I
310.002	210	Ni	I
322.595	210	Ni	I
236.278	200	Ni	I
346.849	200	Ni	I
366.514	200	Ni	I
234.735	190	Ni	I
321.499	180	Ni	I
321.876	180	Ni	I
367.148	180	Ni	I
547.843	180	Ni	I
233.854	160	Ni	I
236.135	160	Ni	I
247.281	160	Ni	I
368.947	160	Ni	I
279.947	150	Ni	I
304.59	150	Ni	I
319.803	150	Ni	I
322.258	150	Ni	I
373.787	150	Ni	I
337.561	130	Ni	I
341.056	130	Ni	I
348.689	130	Ni	I
358.895	130	Ni	I
362.576	130	Ni	I
367.029	130	Ni	I
303.275	120	Ni	I
325.168	120	Ni	I
328.365	120	Ni	I
372.354	120	Ni	I
352.899	110	Ni	I
383.278	110	Ni	I
397.468	110	Ni	I
440.279	110	Ni	I
471.574	110	Ni	I
318.529	100	Ni	I
322.22	100	Ni	I
324.94	100	Ni	I
327.206	100	Ni	I
503.677	100	Ni	I
508.194	100	Ni	I
242.197	85	Ni	I
245.473	85	Ni	I
247.762	85	Ni	I
446.029	85	Ni	I
369.498	80	Ni	I
464.996	75	Ni	I
242.407	70	Ni	I
242.44	70	Ni	I
242.477	70	Ni	I
336.778	65	Ni	I
336.886	65	Ni	I
350.36	65	Ni	I
356.277	65	Ni	I
460.629	65	Ni	I
508.253	65	Ni	I
290.831	60	Ni	I
374.029	60	Ni	I
314.663	55	Ni	I
318.266	55	Ni	I
319.649	55	Ni	I
320.307	55	Ni	I
350.869	55	Ni	I
355.254	55	Ni	I
447.173	55	Ni	I
286.634	50	Ni	I
501.899	50	Ni	I
269.729	45	Ni	I
478.788	45	Ni	I
485.677	45	Ni	I
498.155	45	Ni	I
498.552	45	Ni	I
490.578	40	Ni	I
514.791	40	Ni	I
515.72	40	Ni	I
397.329	35	Ni	I
459.382	35	Ni	I
389.077	30	Ni	I
475.785	30	Ni	I
486.763	30	Ni	I
508.55	26	Ni	I
510.137	26	Ni	I
712.416	26	Ni	I
291.486	25	Ni	I
468.753	23	Ni	I
513.851	23	Ni	I
514.42	23	Ni	I
571.114	23	Ni	I
742.432	23	Ni	I
761.91	23	Ni	I
471.71	22	Ni	I
480.834	22	Ni	I
483.038	22	Ni	I
491.973	22	Ni	I
676.964	22	Ni	I
511.683	21	Ni	I
483.253	19	Ni	I
755.768	19	Ni	I
772.974	19	Ni	I
775.102	19	Ni	I
446.371	18	Ni	I
460.166	18	Ni	I
460.752	18	Ni	I
501.386	18	Ni	I
510.074	18	Ni	I
513.081	18	Ni	I
487.48	17	Ni	I
493.721	16	Ni	I
500.173	16	Ni	I
505.026	16	Ni	I
517.01	16	Ni	I
575.628	16	Ni	I
664.547	16	Ni	I
741.139	16	Ni	I
771.644	16	Ni	I
476.528	15	Ni	I
517.8	13	Ni	I
559.383	13	Ni	I
625.809	13	Ni	I
752.483	13	Ni	I
779.974	13	Ni	I
568.378	12	Ni	I
571.348	10	Ni	I
571.668	10	Ni	I
585.938	10	Ni	I
589.451	10	Ni	I
610.981	10	Ni	I
617.852	10	Ni	I
619.289	10	Ni	I
631.641	10	Ni	I
691.647	10	Ni	I
779.108	10	Ni	I
844.868	1000	O	I
844.908	935	O	I
777.408	870	O	I
777.631	810	O	I
844.857	810	O	I
777.753	750	O	I
926.855	640	O	I
926.531	590	O	I
926.521	540	O	I
615.988	490	O	I
926.338	490	O	I
926.848	490	O	I
615.847	450	O	I
700.416	450	O	I
725.645	450	O	I
926.335	450	O	I
926.348	450	O	I
615.768	400	O	I
645.776	400	O	I
725.615	400	O	I
822.408	400	O	I
926.512	400	O	I
645.622	360	O	I
700.385	360	O	I
823.526	325	O	I
882.285	325	O	I
645.538	320	O	I
725.653	320	O	I
822.991	265	O	I
823.228	265	O	I
950.058	265	O	I
799.727	250	O	I
794.974	235	O	I
915.852	235	O	I
949.003	235	O	I
950.82	235	O	I
974.417	235	O	I
976.333	235	O	I
715.867	210	O	I
747.85	210	O	I
795.299	210	O	I
952.457	210	O	I
533.222	190	O	I
596.023	190	O	I
596.023	190	O	I
596.023	190	O	I
604.811	190	O	I
798.918	190	O	I
394.841	185	O	I
795.435	185	O	I
940.177	185	O	I
394.86	160	O	I
533.116	160	O	I
596.004	160	O	I
596.004	160	O	I
604.79	160	O	I
905.95	160	O	I
950.191	160	O	I
968.003	160	O	I
999.805	160	O	I
394.871	140	O	I
949.531	140	O	I
993.97	140	O	I
533.058	135	O	I
533.058	135	O	I
543.837	135	O	I
798.46	135	O	I
798.953	135	O	I
382.449	120	O	I
748.114	120	O	I
748.273	120	O	I
823.761	120	O	I
842.848	120	O	I
912.079	120	O	I
948.376	120	O	I
948.548	120	O	I
952.597	120	O	I
952.657	120	O	I
962.793	120	O	I
991.177	120	O	I
994.314	120	O	I
543.729	110	O	I
604.816	110	O	I
798.414	110	O	I
395.573	100	O	I
436.948	100	O	I
610.796	100	O	I
626.328	100	O	I
636.81	100	O	I
637.608	100	O	I
665.567	100	O	I
747.93	100	O	I
770.887	100	O	I
794.533	100	O	I
794.936	100	O	I
953.089	100	O	I
962.477	100	O	I
543.669	90	O	I
423.446	80	O	I
599.694	80	O	I
625.856	80	O	I
660.673	80	O	I
788.844	80	O	I
913.722	80	O	I
915.265	80	O	I
915.399	80	O	I
969.732	80	O	I
969.757	65	O	I
375.055	30	O	II
372.838	27	O	II
441.615	27	O	II
672.325	26	O	II
371.38	25	O	II
441.821	25	O	II
397.438	24	O	II
407.701	24	O	II
465.044	24	O	II
664.289	24	O	II
339.118	23	O	II
407.331	23	O	II
435.065	23	O	II
244.628	22	O	II
313.563	22	O	II
412.038	22	O	II
459.226	22	O	II
464.311	22	O	II
689.701	22	O	II
328.842	21	O	II
337.812	21	O	II
347.167	21	O	II
407.103	21	O	II
435.249	21	O	II
466.294	21	O	II
470.667	21	O	II
492.591	21	O	II
243.427	20	O	II
347.128	20	O	II
374.082	20	O	II
388.329	20	O	II
391.306	20	O	II
395.548	20	O	II
407.077	20	O	II
419.097	20	O	II
436.812	20	O	II
459.746	20	O	II
464.015	20	O	II
465.214	20	O	II
467.754	20	O	II
494.438	20	O	II
520.81	20	O	II
656.71	20	O	II
313.924	19	O	II
376.353	19	O	II
380.406	19	O	II
394.615	19	O	II
408.627	19	O	II
409.044	19	O	II
418.663	19	O	II
431.835	19	O	II
432.084	19	O	II
434.678	19	O	II
434.864	19	O	II
490.82	19	O	II
690.835	19	O	II
691.247	19	O	II
392.039	18	O	II
398.384	18	O	II
410.615	18	O	II
415.447	18	O	II
445.362	18	O	II
494.245	18	O	II
657.292	18	O	II
230.104	17	O	II
273.41	17	O	II
312.343	17	O	II
313.024	17	O	II
313.513	17	O	II
314.059	17	O	II
327.438	17	O	II
327.851	17	O	II
329.093	17	O	II
330.596	17	O	II
330.74	17	O	II
340.825	17	O	II
385.212	17	O	II
385.826	17	O	II
386.46	17	O	II
386.552	17	O	II
407.999	17	O	II
409.408	17	O	II
409.841	17	O	II
409.841	17	O	II
412.144	17	O	II
413.397	17	O	II
433.808	17	O	II
446.667	17	O	II
447.063	17	O	II
470.053	17	O	II
662.922	17	O	II
244.499	16	O	II
327.18	16	O	II
341.069	16	O	II
377.849	16	O	II
385.723	16	O	II
386.576	16	O	II
391.322	16	O	II
410.588	16	O	II
427.675	16	O	II
444.944	16	O	II
471.133	16	O	II
655.195	16	O	II
711.204	16	O	II
723.113	16	O	II
229.401	15	O	II
242.63	15	O	II
274.818	15	O	II
344.885	15	O	II
373.685	15	O	II
382.262	15	O	II
384.391	15	O	II
385.256	15	O	II
390.856	15	O	II
408.505	15	O	II
408.831	15	O	II
409.68	15	O	II
409.768	15	O	II
411.195	15	O	II
411.318	15	O	II
417.04	15	O	II
425.509	15	O	II
425.532	15	O	II
427.795	15	O	II
428.689	15	O	II
429.599	15	O	II
430.504	15	O	II
432.697	15	O	II
434.323	15	O	II
439.718	15	O	II
444.425	15	O	II
446.749	15	O	II
446.918	15	O	II
470.032	15	O	II
487.288	15	O	II
489.222	15	O	II
516.138	15	O	II
671.961	15	O	II
690.978	15	O	II
229.154	14	O	II
230.352	14	O	II
240.712	14	O	II
241.919	14	O	II
243.679	14	O	II
300.791	14	O	II
300.791	14	O	II
329.594	14	O	II
373.029	14	O	II
379.544	14	O	II
384.468	14	O	II
384.898	14	O	II
385.189	14	O	II
388.423	14	O	II
406.408	14	O	II
407.238	14	O	II
409.94	14	O	II
410.416	14	O	II
412.171	14	O	II
412.262	14	O	II
427.863	14	O	II
427.863	14	O	II
428.417	14	O	II
429.246	14	O	II
461.073	14	O	II
467.504	14	O	II
470.448	14	O	II
475.26	14	O	II
495.709	14	O	II
519.194	14	O	II
729.832	14	O	II
998.517	14	O	II
240.82	13	O	II
253.104	13	O	II
257.604	13	O	II
290.74	13	O	II
304.8	13	O	II
312.483	13	O	II
316.955	13	O	II
383.138	13	O	II
387.69	13	O	II
388.355	13	O	II
406.175	13	O	II
406.175	13	O	II
408.581	13	O	II
410.825	13	O	II
414.724	13	O	II
415.77	13	O	II
429.003	13	O	II
429.003	13	O	II
429.342	13	O	II
437.05	13	O	II
446.873	13	O	II
449.249	13	O	II
485.811	13	O	II
651.255	13	O	II
666.851	13	O	II
713.085	13	O	II
999.128	13	O	II
999.301	13	O	II
999.301	13	O	II
202.099	12	O	II
202.439	12	O	II
207.29	12	O	II
207.583	12	O	II
210.195	12	O	II
213.249	12	O	II
251.873	12	O	II
303.297	12	O	II
321.884	12	O	II
383.416	12	O	II
387.519	12	O	II
406.217	12	O	II
411.5	12	O	II
414.31	12	O	II
414.323	12	O	II
414.469	12	O	II
414.491	12	O	II
419.37	12	O	II
427.91	12	O	II
428.493	12	O	II
430.845	12	O	II
431.466	12	O	II
432.868	12	O	II
433.239	12	O	II
434.155	12	O	II
434.56	12	O	II
435.482	12	O	II
447.916	12	O	II
460.342	12	O	II
461.149	12	O	II
469.766	12	O	II
469.766	12	O	II
486.233	12	O	II
517.734	12	O	II
648.577	12	O	II
667.971	12	O	II
714.645	12	O	II
715.306	12	O	II
725.472	12	O	II
727.944	12	O	II
910.745	12	O	II
993.267	12	O	II
993.267	12	O	II
996.535	12	O	II
999.418	12	O	II
232.04	11	O	II
237.646	11	O	II
252.763	11	O	II
257.222	11	O	II
291.262	11	O	II
301.423	11	O	II
311.451	11	O	II
321.755	11	O	II
374.27	11	O	II
386.522	11	O	II
389.462	11	O	II
404.936	11	O	II
409.53	11	O	II
409.734	11	O	II
413.049	11	O	II
427.431	11	O	II
427.72	11	O	II
427.748	11	O	II
428.252	11	O	II
430.482	11	O	II
431.021	11	O	II
431.021	11	O	II
431.332	11	O	II
431.891	11	O	II
432.98	11	O	II
433.308	11	O	II
433.392	11	O	II
437.285	11	O	II
449.072	11	O	II
470.25	11	O	II
485.775	11	O	II
486.624	11	O	II
576.261	11	O	II
584.785	11	O	II
649.372	11	O	II
649.76	11	O	II
649.76	11	O	II
684.87	11	O	II
687.138	11	O	II
688.681	11	O	II
708.593	11	O	II
715.806	11	O	II
728.226	11	O	II
729.497	11	O	II
996.22	11	O	II
201.724	10	O	II
202.21	10	O	II
202.342	10	O	II
202.398	10	O	II
202.776	10	O	II
202.826	10	O	II
209.354	10	O	II
213.267	10	O	II
300.683	10	O	II
300.683	10	O	II
306.018	10	O	II
309.127	10	O	II
321.681	10	O	II
330.236	10	O	II
345.891	10	O	II
387.354	10	O	II
389.741	10	O	II
411.136	10	O	II
414.344	10	O	II
414.708	10	O	II
419.788	10	O	II
427.544	10	O	II
430.66	10	O	II
434.845	10	O	II
434.845	10	O	II
435.848	10	O	II
435.848	10	O	II
435.848	10	O	II
474.303	10	O	II
539.411	10	O	II
558.478	10	O	II
647.97	10	O	II
726.128	10	O	II
728.026	10	O	II
728.99	10	O	II
732.1	10	O	II
753.269	10	O	II
959.717	10	O	II
990.618	10	O	II
999.248	10	O	II
952.834	1700	P	I
956.606	1700	P	I
979.954	1700	P	I
954.78	1500	P	I
973.742	1500	P	I
975.344	1500	P	I
930.749	1250	P	I
949.616	1250	P	I
253.637	950	P	I
919.637	950	P	I
943.766	950	P	I
944.445	950	P	I
253.474	750	P	I
255.403	750	P	I
961.168	750	P	I
460.337	600	P	II
646.178	600	P	II
650.526	600	P	II
650.977	600	P	II
928.143	600	P	I
945.542	600	P	I
979.289	600	P	I
215.476	500	P	I
255.568	500	P	I
458.933	500	P	II
459.115	500	P	II
494.491	500	P	II
602.585	500	P	II
604.479	500	P	II
620.074	500	P	I
932.606	500	P	I
967.889	500	P	I
203.309	400	P	I
203.413	400	P	I
213.614	400	P	I
213.686	400	P	I
214.982	400	P	I
442.195	400	P	II
529.76	400	P	II
542.742	400	P	II
545.225	400	P	II
603.571	400	P	II
874.393	400	P	I
964.158	400	P	I
990.64	400	P	I
608.951	350	P	II
616.73	350	P	II
462.8	300	P	II
465.961	300	P	II
495.577	300	P	II
497.11	300	P	II
525.498	300	P	II
534.624	300	P	II
